Index of Economic Freedom -- Explore the Data
Source: The Heritage Foundation
http://www.heritage.org/index

Country,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Honduras,2014,57.1,30,23.7,N/A,84.9,79.8,N/A,55.4,26.5,75.1,75.4,60,60
Honduras,2013,58.4,30,26,N/A,85.3,79.2,N/A,61,26.8,73.9,77.1,65,60
Honduras,2012,58.8,30,24,N/A,83.7,83.4,N/A,60.6,30,74.1,77.1,65,60
Honduras,2011,58.6,30,25,N/A,83.5,85.7,N/A,62.1,29.7,73.2,77,60,60
Honduras,2010,58.3,30,26,N/A,84.7,73.5,N/A,63,31.6,70.2,83.7,60,60
Honduras,2009,58.7,30,25,N/A,85.1,79.7,N/A,64.4,40.9,73.5,78,50,60
Honduras,2008,58.9,30,25,N/A,84.5,82.6,N/A,59.9,45.4,73.7,78,50,60
Honduras,2007,59.1,30,26,N/A,81.8,82.6,N/A,56.1,44,71.5,79.2,50,70
Honduras,2006,57.4,30,23,N/A,82.1,78.5,N/A,55.3,44,72.1,69.4,50,70
Honduras,2005,55.3,30,23,N/A,82.2,75.3,N/A,55,44.7,72.2,70.4,30,70
Honduras,2004,55.3,30,27,N/A,84.9,79.7,N/A,55,N/A,71.5,70,30,50
Honduras,2003,60.4,50,27,N/A,84.8,83.6,N/A,55,N/A,74.8,68.4,50,50
Honduras,2002,58.7,50,18,N/A,84.4,82.7,N/A,55,N/A,68.6,69.8,50,50
Honduras,2001,57,30,18,N/A,81.9,86.8,N/A,55,N/A,67.2,73.8,50,50
Honduras,2000,57.6,50,17,N/A,82.3,86.8,N/A,55,N/A,64.5,63,50,50
Honduras,1999,56.7,50,30,N/A,65.3,86.9,N/A,55,N/A,60.4,63,50,50
Honduras,1998,56.2,50,30,N/A,64.8,85.1,N/A,55,N/A,58.3,63,50,50
Honduras,1997,56,50,30,N/A,65.4,82.9,N/A,55,N/A,57.8,63,50,50
Honduras,1996,56.6,50,30,N/A,65.5,82.7,N/A,55,N/A,63.3,63,50,50
Honduras,1995,57,50,30,N/A,65.5,83.4,N/A,55,N/A,67.8,61,50,50
Jamaica,2025,68.7,67.8,49.5,79.9,76.5,72.8,89,70.1,64.4,72.8,71.8,60,50
Jamaica,2024,68.1,66.1,48.4,69.7,77,71.5,87.5,69.9,64.9,71.2,71.6,70,50
Jamaica,2023,68.1,65.8,70.8,48.6,79.8,72.2,82.6,67.7,64.4,75.1,70,70,50
Jamaica,2022,67.4,65,49,70.6,76.6,71.6,79.4,56.5,64.7,76.2,69.2,80,50
Jamaica,2021,69,60.6,47.7,55.1,79.7,74.4,83.1,77.6,73.4,77.5,69.2,80,50
Jamaica,2020,68.5,62.1,46.8,50.5,80,74.8,80.2,77.7,74,77.7,68.4,80,50
Jamaica,2019,68.6,60.7,45,49.2,80.2,76,80,78,73.6,82.6,68.4,80,50
Jamaica,2018,69.1,60.9,39.4,56.6,80,77.2,79.5,78.7,74.5,82,70.8,80,50
Jamaica,2017,69.5,58,38.2,61.5,81,77.5,79.9,78.9,73.7,79.5,75.3,80,50
Jamaica,2016,67.5,40,38,N/A,81.7,78,N/A,81.3,72.7,77.5,75.4,80,50
Jamaica,2015,67.7,40,38,N/A,81.5,73.2,N/A,85.9,76.5,71.4,75,85,50
Jamaica,2014,66.7,40,33,N/A,77.2,69.4,N/A,84.6,75.6,77.3,75.1,85,50
Jamaica,2013,66.8,40,33,N/A,77.5,67.7,N/A,84.3,69.3,76.1,75,85,60
Jamaica,2012,65.1,40,33,N/A,75.5,58.7,N/A,84.7,69.6,72.4,72.1,85,60
Jamaica,2011,65.7,40,30,N/A,75.9,64.7,N/A,86.3,70.2,72.5,72.2,85,60
Jamaica,2010,65.5,45,31,N/A,74.8,61.8,N/A,87,70,68.4,72.2,85,60
Jamaica,2009,65.2,50,33,N/A,75.3,62.2,N/A,87.8,67.4,75.4,70.6,80,50
Jamaica,2008,65.7,50,37,N/A,74.9,59.6,N/A,82.3,68.4,74.3,70.4,80,60
Jamaica,2007,65.5,50,36,N/A,75.1,61.8,N/A,82,68.5,71,70.4,80,60
Jamaica,2006,66.4,50,33,N/A,77.9,54.4,N/A,82.6,68.2,72.9,65.4,90,70
Jamaica,2005,67,50,38,N/A,76.4,62.4,N/A,70,68.4,75.8,69.4,90,70
Jamaica,2004,66.7,50,40,N/A,76.7,61.3,N/A,70,N/A,78,64.4,90,70
Jamaica,2003,67,50,38,N/A,75.6,65.3,N/A,70,N/A,78,65.8,90,70
Jamaica,2002,61.7,50,38,N/A,76.1,56.7,N/A,70,N/A,77.4,66.8,90,30
Jamaica,2001,63.7,50,38,N/A,76.7,84.1,N/A,70,N/A,78.3,76.4,70,30
Jamaica,2000,65.5,70,38,N/A,77.4,73,N/A,70,N/A,74.5,67,70,50
Jamaica,1999,64.7,70,50,N/A,77.3,62.2,N/A,70,N/A,65.7,67,70,50
Jamaica,1998,67.1,70,50,N/A,75.6,73.5,N/A,70,N/A,58,67,70,70
Jamaica,1997,67.7,70,50,N/A,76.3,76.6,N/A,70,N/A,59.1,67,70,70
Jamaica,1996,66.7,70,50,N/A,76.2,76.5,N/A,70,N/A,52.2,65,70,70
Jamaica,1995,64.4,50,50,N/A,77.5,76.5,N/A,70,N/A,50.9,65,70,70
Mexico,2025,61.3,41.1,29.5,39.9,75.6,76.5,67.3,71.9,57.6,69.3,72.2,75,60
Mexico,2024,62,46.5,29,39.4,76,77,66.9,71.2,58,68.3,76.8,75,60
Mexico,2023,63.2,47.8,40,30.8,75.5,77.8,73.6,72.4,57.7,70.9,76.8,75,60
Mexico,2022,63.7,47.7,32,40.7,76,78.3,78,69.2,58.4,73,76.6,75,60
Mexico,2021,65.5,53.4,39.8,35.9,76.1,79.8,88.7,65.6,58.2,72.1,81.6,75,60
Mexico,2020,66,58.3,36.7,34.7,76.1,79.3,87.5,67,58.4,70.9,87.6,75,60
Mexico,2019,64.7,59.1,26.3,34.9,75.8,78.2,83.2,67.8,58.6,75.9,81.4,75,60
Mexico,2018,64.8,58.6,26.9,39,75.7,78.1,69.8,67.5,59.8,79.2,88,75,60
Mexico,2017,63.6,58.1,30,38.7,74.9,76.7,66.8,70.7,57.9,78.8,80,70,60
Mexico,2016,65.2,50,35,N/A,74.9,76.4,N/A,70.7,58.2,77.4,79.2,70,60
Mexico,2015,66.4,50,34,N/A,77.8,78,N/A,71.5,59.9,77.6,85.6,70,60
Mexico,2014,66.8,50,29.7,N/A,80.9,78.9,N/A,76.8,58.3,77.4,85.6,70,60
Mexico,2013,67,50,30,N/A,81.1,79.4,N/A,81.4,59.7,77.7,80.6,70,60
Mexico,2012,65.3,50,31,N/A,80.7,78.3,N/A,82,61.3,76.5,72.9,60,60
Mexico,2011,67.8,50,33,N/A,81.3,83.1,N/A,87.3,60.9,75.7,81.2,65,60
Mexico,2010,68.3,50,36,N/A,83.5,85.2,N/A,83,61.9,76.3,82,65,60
Mexico,2009,65.8,50,35,N/A,83.4,81.8,N/A,80.3,59.8,77.5,80.2,50,60
Mexico,2008,66.2,50,33,N/A,83.4,83.7,N/A,82.9,61.9,77.7,79,50,60
Mexico,2007,66,50,35,N/A,82.2,83.4,N/A,83.5,61.7,77,77.6,50,60
Mexico,2006,64.7,50,36,N/A,78.4,82.1,N/A,79.7,62,81.3,57.4,50,70
Mexico,2005,65.2,50,36,N/A,74.9,83.7,N/A,70,61.4,81.1,75.2,50,70
Mexico,2004,66,50,36,N/A,73.3,83.1,N/A,70,N/A,79.8,81.6,50,70
Mexico,2003,65.3,50,37,N/A,68.3,84.7,N/A,70,N/A,77,81,50,70
Mexico,2002,63,50,33,N/A,68.8,85.5,N/A,55,N/A,73.2,81.2,50,70
Mexico,2001,60.6,50,34,N/A,69,85.5,N/A,55,N/A,69.1,83,50,50
Mexico,2000,59.3,50,33,N/A,73.1,92.3,N/A,55,N/A,67.6,63,70,30
Mexico,1999,58.5,50,27,N/A,73.4,86.3,N/A,55,N/A,58.2,77,70,30
Mexico,1998,57.9,50,33,N/A,73.4,80.9,N/A,55,N/A,54.1,74.8,70,30
Mexico,1997,57.1,50,32,N/A,73.2,82.7,N/A,55,N/A,57.8,63,70,30
Mexico,1996,61.2,50,50,N/A,73.1,93.1,N/A,55,N/A,66.6,63,70,30
Mexico,1995,63.1,70,50,N/A,72.4,86.8,N/A,55,N/A,67.8,66.2,70,30
Nicaragua,2025,54,28.2,13.6,9.1,77.7,75.9,95.8,55.8,47.3,66.4,68.2,60,50
Nicaragua,2024,53.4,27.5,15.6,10.5,74.6,74.3,94.9,52.2,47.3,66.5,67.4,60,50
Nicaragua,2023,54.9,29.7,20.4,17.6,75.6,74.4,92,53.9,47,71.3,66.4,60,50
Nicaragua,2022,54.8,30.1,19,19.5,75.3,76.2,87.3,53.8,46.9,72,67.8,60,50
Nicaragua,2021,56.3,27.8,24.8,19,77.1,77.5,91.8,53.1,55,70.7,68.4,60,50
Nicaragua,2020,57.2,33.5,24.3,19.5,76.3,77.5,87.2,55.1,55.5,71.5,75.4,60,50
Nicaragua,2019,57.7,33.4,20.3,18.7,76.9,79.1,93.9,56,55.8,72.7,76,60,50
Nicaragua,2018,58.9,29.8,24.2,19,77.2,80,94.8,60.2,57.3,73,81,60,50
Nicaragua,2017,59.2,31.1,27.4,15.9,77.2,80.8,96.1,59,55.6,71.2,81,65,50
Nicaragua,2016,58.6,10,28,N/A,78,82.8,N/A,61.2,55.7,69,86.2,65,50
Nicaragua,2015,57.6,10,28,N/A,78.4,76.6,N/A,58,56.7,67.8,85.4,65,50
Nicaragua,2014,58.4,15,24.1,N/A,78.6,80,N/A,52.6,60.3,72.8,85.4,65,50
Nicaragua,2013,56.6,15,25,N/A,78.7,65.1,N/A,51.2,62.2,73.2,85.4,60,50
Nicaragua,2012,57.9,15,25,N/A,77.1,83,N/A,51.2,63.4,74,84.9,55,50
Nicaragua,2011,58.8,20,25,N/A,78.8,81.3,N/A,54.3,67.1,71.7,84.8,55,50
Nicaragua,2010,58.3,25,25,N/A,78.4,78.5,N/A,55.7,68.3,64.1,82.8,55,50
Nicaragua,2009,59.8,25,26,N/A,78.8,71,N/A,57.6,70.6,69.5,79.2,70,50
Nicaragua,2008,60.8,25,26,N/A,79,77.6,N/A,56.8,73.7,70.6,79.2,70,50
Nicaragua,2007,62.7,30,26,N/A,79.6,78.5,N/A,56.4,73.4,70.9,82.4,70,60
Nicaragua,2006,63.8,30,27,N/A,79.8,78.1,N/A,57,76.1,72.3,77.6,70,70
Nicaragua,2005,62.5,30,26,N/A,82.9,82.4,N/A,55,72.9,75.8,80.4,50,70
Nicaragua,2004,61.4,30,25,N/A,85.6,82.6,N/A,55,N/A,75.1,79,50,70
Nicaragua,2003,62.6,30,24,N/A,81.8,82.3,N/A,55,N/A,71.3,79.2,70,70
Nicaragua,2002,61.1,30,31,N/A,81.3,81.3,N/A,55,N/A,68.5,63.2,70,70
Nicaragua,2001,58,30,31,N/A,80.8,71.2,N/A,55,N/A,68.6,65.6,70,50
Nicaragua,2000,56.9,30,30,N/A,76.1,76.5,N/A,55,N/A,68.1,56,70,50
Nicaragua,1999,54,30,10,N/A,77.7,59.4,N/A,55,N/A,70,64.2,70,50
Nicaragua,1998,53.8,30,10,N/A,77.8,58.3,N/A,55,N/A,69,64,70,50
Nicaragua,1997,53.3,30,10,N/A,78.3,61.1,N/A,55,N/A,69.3,56,70,50
Nicaragua,1996,54.1,30,10,N/A,78.6,68.5,N/A,55,N/A,68.5,56,70,50
Nicaragua,1995,42.5,30,10,N/A,78.3,75.1,N/A,55,N/A,0,54.4,50,30
Panama,2025,65.5,56,37,49.4,86.9,85.2,62.4,73.4,60.7,76.4,78.6,60,60
Panama,2024,64.1,56.9,37.2,51.2,85.9,82.6,21.1,73.6,61.6,75.1,78.4,75,70
Panama,2023,63.8,56.8,51.5,38.7,85.6,81.1,19.1,71.1,61,77.3,78.5,75,70
Panama,2022,65.4,58.8,38,50.7,85.5,81.9,40.7,67.1,61.5,78.1,77.2,75,70
Panama,2021,66.2,54.5,39.4,28.1,85.2,85.2,82.8,72.9,43.7,80.5,77.2,75,70
Panama,2020,67.2,58.8,37.2,30,85.3,85.7,91.2,70.8,43.3,79.4,79.2,75,70
Panama,2019,67.2,60.4,34.1,30.1,85,85.3,91.3,73.6,43.4,79.4,79.2,75,70
Panama,2018,67,60.9,38.8,29.4,85,84.1,86.1,74.4,43.5,79.5,77.8,75,70
Panama,2017,66.3,61.1,40.9,21.5,85.2,83.1,84.9,74.4,43,78.4,77.8,75,70
Panama,2016,64.8,30,37,N/A,84.4,77.9,N/A,74.4,42.9,78.6,77.8,75,70
Panama,2015,64.1,30,35,N/A,84.5,78.8,N/A,71.5,41.5,76.4,78.4,75,70
Panama,2014,63.4,30,34,N/A,84.3,78.7,N/A,73,39.4,75.1,74.2,75,70
Panama,2013,62.5,30,33,N/A,86.2,77.8,N/A,72.5,40.1,75.9,74.8,65,70
Panama,2012,65.2,40,36,N/A,84.6,88.2,N/A,74.4,41.5,77.8,74.8,65,70
Panama,2011,64.9,40,34,N/A,82.6,88.6,N/A,75.1,41.1,77.1,75.8,65,70
Panama,2010,64.8,40,34,N/A,82.6,90,N/A,75.9,41.3,73.2,75.8,65,70
Panama,2009,64.7,30,32,N/A,82.6,89.8,N/A,74.5,44.1,77.9,76.2,70,70
Panama,2008,64.7,30,31,N/A,83,89.1,N/A,73,44.6,80.2,76.2,70,70
Panama,2007,64.6,30,35,N/A,83,89.5,N/A,72.7,43.7,85.8,76.2,70,60
Panama,2006,65.6,30,37,N/A,81.3,88,N/A,73.7,44.2,90.2,71.2,70,70
Panama,2005,64.3,30,34,N/A,81.3,79.4,N/A,70,45.2,89.8,73.6,70,70
Panama,2004,65.3,30,30,N/A,81.2,76.5,N/A,70,N/A,89.1,70.8,70,70
Panama,2003,68.4,30,37,N/A,81.1,78.3,N/A,70,N/A,89.9,69.4,70,90
Panama,2002,68.5,30,50,N/A,80.9,76.5,N/A,70,N/A,87.8,61,70,90
Panama,2001,70.6,50,50,N/A,81,74.8,N/A,70,N/A,88.3,61,70,90
Panama,2000,71.6,50,50,N/A,77.7,78.1,N/A,70,N/A,89.2,69,70,90
Panama,1999,72.6,50,50,N/A,80.9,86.8,N/A,70,N/A,87.9,67.6,70,90
Panama,1998,72.6,50,50,N/A,80.7,87.3,N/A,70,N/A,88.1,67.6,70,90
Panama,1997,72.4,50,50,N/A,80.8,87.1,N/A,70,N/A,88.8,65,70,90
Panama,1996,71.8,50,50,N/A,77.6,85.2,N/A,70,N/A,88.2,65,70,90
Panama,1995,71.6,50,50,N/A,77.5,84,N/A,70,N/A,88.7,64.4,70,90
Paraguay,2025,65.2,45,27.7,37.3,97,87.1,79.3,73.2,48.2,74.6,78.2,75,60
Paraguay,2024,60.1,45,27.3,37.2,96,81.6,46.4,69,39.8,67.3,77.2,75,60
Paraguay,2023,61,46.8,37.9,30.1,96.2,81.7,45.4,69.5,39.5,72.6,77.2,75,60
Paraguay,2022,62.9,45.5,29.5,37.9,96.1,84,68.8,65.4,39.4,75.6,77,75,60
Paraguay,2021,62.6,41.6,32.2,26,96.2,86.7,91.6,59.6,31.8,73.8,76.4,75,60
Paraguay,2020,63,44.7,29.6,26.4,96.1,88.6,98,60.9,29,72.5,75.4,75,60
Paraguay,2019,61.8,39.5,25.5,30,96.3,78.9,96.3,61.5,29.2,72.8,76.6,75,60
Paraguay,2018,62.1,38.3,28.3,28.2,96.1,82.2,97.1,62.2,29.9,72.4,76.1,75,60
Paraguay,2017,62.4,38.2,32.6,23.3,96.2,83,95.1,62.4,28.5,78.3,76.6,75,60
Paraguay,2016,61.5,30,24,N/A,96.3,83.3,N/A,62.6,30.4,76.8,76.2,75,60
Paraguay,2015,61.1,30,24,N/A,96,81.9,N/A,58.4,26.3,78.3,81.4,75,60
Paraguay,2014,62,30,20.5,N/A,96.2,89,N/A,58,28.9,80.9,81.1,75,60
Paraguay,2013,61.1,30,22,N/A,95.9,85.4,N/A,59.1,25.6,79.8,82.7,70,60
Paraguay,2012,61.8,30,22,N/A,96.9,88.5,N/A,59.8,27.2,81.4,82.7,70,60
Paraguay,2011,62.3,30,21,N/A,97.6,93.4,N/A,61.7,24.9,80.9,83,70,60
Paraguay,2010,61.3,30,24,N/A,96.6,91.7,N/A,60.9,26.1,75.4,83.5,65,60
Paraguay,2009,61,30,24,N/A,96.6,90.4,N/A,61.7,27,76.7,83.6,60,60
Paraguay,2008,60,35,26,N/A,96.6,90.8,N/A,58.5,28,76.6,78.4,50,60
Paraguay,2007,58.3,30,21,N/A,96.7,91.4,N/A,49.3,28.5,78.4,77.4,50,60
Paraguay,2006,55.6,30,19,N/A,90.1,90.8,N/A,50,28.9,72.9,74.6,50,50
Paraguay,2005,53.4,30,16,N/A,90.2,86.9,N/A,55,28.1,67.5,60,50,50
Paraguay,2004,56.7,30,17,N/A,90,87.8,N/A,55,N/A,70.4,59.8,50,50
Paraguay,2003,58.2,30,20,N/A,89.8,92.8,N/A,55,N/A,72.5,64,50,50
Paraguay,2002,59.6,30,20,N/A,89.8,92.3,N/A,55,N/A,71.3,58,70,50
Paraguay,2001,60.3,30,20,N/A,89.7,90.3,N/A,55,N/A,72.1,65.8,70,50
Paraguay,2000,64,30,15,N/A,89.6,89.2,N/A,55,N/A,69.7,67.6,90,70
Paraguay,1999,63.7,30,10,N/A,89.7,90.1,N/A,55,N/A,71.8,66.4,90,70
Paraguay,1998,65.2,30,10,N/A,89.5,90,N/A,70,N/A,68.4,69,90,70
Paraguay,1997,67.3,50,10,N/A,89.9,92.2,N/A,70,N/A,65,69,90,70
Paraguay,1996,67.1,50,10,N/A,90.1,92.8,N/A,70,N/A,62,69,90,70
Paraguay,1995,65.9,50,10,N/A,90.1,91.5,N/A,70,N/A,63.1,58.4,90,70
Peru,2025,65.9,44.9,34,47.3,79.4,83.9,89.8,70.6,65.1,73.9,81.6,60,60
Peru,2024,64.8,44.9,36.3,48.2,79.1,81.8,67.8,69.5,59.3,74,81.4,75,60
Peru,2023,66.5,51.4,48.2,38.5,80,83.3,70.8,72.8,58.3,78.5,81.2,75,60
Peru,2022,66.5,49.7,39.7,49.7,79.5,84.2,73.1,65.3,59.6,81.4,81.4,75,60
Peru,2021,67.7,53.3,36.3,28.2,79.4,86.4,91.5,66.2,63.2,86.1,86.4,75,60
Peru,2020,67.9,54.9,33.5,30.6,80.8,86.4,89,67.1,62.9,86.3,88.4,75,60
Peru,2019,67.8,56.1,31.8,34,80.6,86.1,88.5,67.8,63.5,83.9,86.4,75,60
Peru,2018,68.7,56.9,36.6,33.5,80.6,85.6,94.7,69.2,62.4,83.1,87.1,75,60
Peru,2017,68.9,58.3,38.8,28.2,80.3,85.1,98.4,69.4,62.8,83.3,87.1,75,60
Peru,2016,67.4,40,38,N/A,78.5,86.1,N/A,67.8,62.9,83.7,87,70,60
Peru,2015,67.7,40,38,N/A,78.6,88.5,N/A,67.7,63.4,83.9,87,70,60
Peru,2014,67.4,40,34,N/A,79.1,89.1,N/A,70.6,61.4,83.3,87,70,60
Peru,2013,68.2,40,34,N/A,79.9,89.1,N/A,72.3,67.1,84.3,85,70,60
Peru,2012,68.7,40,35,N/A,79.7,90.9,N/A,72,68.5,85.5,85,70,60
Peru,2011,68.6,40,37,N/A,79.4,91,N/A,71.9,67.7,83.1,86,70,60
Peru,2010,67.6,40,36,N/A,79.5,92.3,N/A,65.8,66.1,81.6,85,70,60
Peru,2009,64.6,40,35,N/A,79.7,91.8,N/A,65.1,48.7,86.5,79.4,60,60
Peru,2008,63.8,40,33,N/A,80.2,91.8,N/A,65.7,47.5,85.9,73.4,60,60
Peru,2007,62.7,40,35,N/A,80.2,91.4,N/A,65.2,46.6,85.7,72.6,50,60
Peru,2006,60.5,30,35,N/A,80.3,75.6,N/A,65.6,47,84,67.2,50,70
Peru,2005,61.3,30,37,N/A,82.3,76,N/A,55,45.9,86.6,59.8,70,70
Peru,2004,64.7,30,40,N/A,81.5,87.5,N/A,55,N/A,88.8,59.8,70,70
Peru,2003,64.6,30,41,N/A,81.6,88.8,N/A,55,N/A,84.8,59.8,70,70
Peru,2002,64.8,30,44,N/A,80.5,91.3,N/A,55,N/A,82.3,60.4,70,70
Peru,2001,69.6,50,46,N/A,80.1,92.3,N/A,70,N/A,81,66.6,70,70
Peru,2000,68.7,50,45,N/A,80,88,N/A,70,N/A,77.2,67.8,70,70
Peru,1999,69.2,70,30,N/A,80.2,91.3,N/A,70,N/A,75.5,66,70,70
Peru,1998,65,50,30,N/A,80.4,91.4,N/A,55,N/A,72.6,65.2,70,70
Peru,1997,63.8,50,30,N/A,80.5,92,N/A,55,N/A,68.5,58.6,70,70
Peru,1996,62.5,50,30,N/A,81,93.4,N/A,55,N/A,57.9,55,70,70
Peru,1995,56.9,50,10,N/A,81.1,89.5,N/A,55,N/A,35.9,51,70,70
Saint Lucia,2025,67,69.5,59,74.6,78.6,82.5,74.3,73.8,64.9,76.6,60,50,40
Saint Lucia,2024,62.2,67.2,58.4,74.4,77.3,76.8,28.8,69.5,57.9,75.9,60,60,40
Saint Lucia,2023,60.7,68.6,77.3,58.9,77.8,73.4,3,69.6,57.3,80.9,56.6,65,40
Saint Lucia,2022,64.3,66.8,58.1,76.9,77.5,78.7,50.1,61.5,58.2,82.2,56.6,65,40
Saint Lucia,2021,67.5,61.5,44.6,66.3,76.9,83.2,86.2,75.7,66.5,83.5,60.6,65,40
Saint Lucia,2020,68.2,69.8,41.8,62.6,76.9,80.6,83.8,76.7,66.4,82,73.2,65,40
Saint Lucia,2019,68.7,65.9,50.3,63.8,76.2,79.3,81.3,76.3,69.2,83.9,73.2,65,40
Saint Lucia,2018,67.6,67.9,50.9,69.2,75.5,72.4,67.7,76.6,69.5,81.7,74.3,65,40
Saint Lucia,2017,65,65.5,39.6,68.8,76.4,71.6,53.8,77.2,68.7,82.3,71.6,65,40
Saint Lucia,2016,70,70,71,N/A,76.9,70.6,N/A,77.6,76.2,80.3,72,65,40
Saint Lucia,2015,70.2,70,71,N/A,77.7,65.8,N/A,75.6,79.8,85.5,72,65,40
Saint Lucia,2014,70.7,70,70.6,N/A,75.7,63.6,N/A,83.1,84.5,82.7,71.9,65,40
Saint Lucia,2013,70.4,70,70,N/A,76.9,63.6,N/A,85.3,76.4,84.7,71.9,65,40
Saint Lucia,2012,71.3,70,70,N/A,74.1,67.7,N/A,84.7,83.5,85.8,71.9,65,40
Saint Lucia,2011,70.8,70,70,N/A,74.4,71.4,N/A,86.2,83.4,85.3,71.9,55,40
Saint Lucia,2010,70.5,70,71,N/A,73.2,71.4,N/A,88.4,84.2,80.1,71.9,55,40
Saint Lucia,2009,68.8,70,68,N/A,74,68.5,N/A,87.7,82.8,85.1,72,40,40
Saint Lucia,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2025,60.1,69,61.7,77.8,74.9,58.9,4.8,69.4,59.7,76.5,59,70,40
Saint Vincent and the Grenadines,2024,59.8,66.7,62.3,77.3,76.3,61.1,4.5,65.4,59.6,77,57.8,70,40
Saint Vincent and the Grenadines,2023,63.5,67.1,77.3,62.8,75.5,65.7,43.2,61.8,58.5,82.9,57.6,70,40
Saint Vincent and the Grenadines,2022,65.7,64,62,76.9,75.5,66.9,68.5,61.4,58.8,84.2,59.8,70,40
Saint Vincent and the Grenadines,2021,66.3,48.1,48.7,66.3,74.9,71.6,87.6,74.2,74,82.6,57.8,70,40
Saint Vincent and the Grenadines,2020,66.8,50.5,46.1,62.6,72.4,73.7,89,75.8,73.3,80.8,67.2,70,40
Saint Vincent and the Grenadines,2019,65.8,36.5,50.5,63.8,71.2,74.3,85,76.5,73.5,82.2,66.6,70,40
Saint Vincent and the Grenadines,2018,67.7,36.7,51.5,69.2,72.7,72.7,83.4,80,75,85.4,75.7,70,40
Saint Vincent and the Grenadines,2017,65.2,37.3,47.6,68.8,72.8,71.7,66.7,80.3,74.5,82.9,65.2,75,40
Saint Vincent and the Grenadines,2016,68.8,70,67,N/A,73.8,69.7,N/A,77.6,74.5,85.3,65.4,65,40
Saint Vincent and the Grenadines,2015,68,70,62,N/A,73.3,75.3,N/A,70.8,78.2,82.3,68.4,60,40
Saint Vincent and the Grenadines,2014,67,70,61.1,N/A,73.7,72.4,N/A,76.3,78.7,79.8,67.6,50,40
Saint Vincent and the Grenadines,2013,66.7,70,58,N/A,74.2,67.1,N/A,77.6,76.6,80.3,73.3,50,40
Saint Vincent and the Grenadines,2012,66.5,70,64,N/A,71.5,60.7,N/A,77.4,76.7,81.1,73.3,50,40
Saint Vincent and the Grenadines,2011,66.9,70,64,N/A,72.3,65.1,N/A,79.3,76.8,78.2,73.3,50,40
Saint Vincent and the Grenadines,2010,66.9,70,65,N/A,72.5,64.1,N/A,79.9,77.6,71.3,73.3,55,40
Saint Vincent and the Grenadines,2009,64.3,70,61,N/A,64.7,60.9,N/A,78.2,78.5,75.6,73.6,40,40
Saint Vincent and the Grenadines,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
